url,title,content
https://indiankanoon.org/doc/1199182/,"Article 21 in Constitution of India
          
  

  
     [Constitution]","21. Protection of life and personal liberty No person shall be deprived of his life or personal liberty except according to procedure established by law. Editorial Comment - Article 21 of the Indian Constitution guarantees the fundamental right to protection of life and personal liberty. It ensures certain safeguards against arbitrary deprivation of life and liberty. Article 21 asserts that no person shall be deprived of their life except according to the procedure established by law. This means that every individual has the right to live, and their life cannot be taken away except in accordance with the prescribed legal procedures. The right to life encompasses various aspects, including the right to live with dignity, the right to livelihood, and the right to a healthy environment. Article 21 also protects the personal liberty of individuals. It states that no person shall be deprived of their personal liberty except according to the procedure established by law. Personal liberty includes the freedom to move freely, the freedom to choose one's place of residence, and the freedom to engage in any lawful occupation or profession. ​In the landmark judgment, A.K. Gopalan v. The State of Madras , the Supreme Court held that personal liberty means the “liberty of the body” which is freedom from arrest and detention from false detention. The Supreme Court added that the meaning of the word ‘law’ means state made law only. So clearly this was a narrow interpretation of the word Personal freedom and Law. ​But in later cases, this view was redressed by the Judiciary. In the case of R.C. Cooper v. Union of India (1970) the court held that the word personal liberty would not only include Article 21 but also includes the 6 Fundamental Freedoms given under Article 19 (1). ​In the case of Kharak Singh v. State of Uttar Pradesh, AIR 1963, the court adopted a wider meaning of personal liberty and said that it will include all the rights which are given under Article 19(1). In the landmark judgment Maneka Gandhi v. Union of India (1978), Supreme Court held that the right to life and personal liberty under Article 21 is not limited to mere animal existence but includes the right to live with dignity. The court emphasized that the procedure established by law must be fair, just, and reasonable, and it cannot be arbitrary, oppressive, or unreasonable. In Olga Tellis v. Bombay Municipal Corporation (1985), the court recognized the right to livelihood as an integral part of the right to life under Article 21. It held that the eviction of pavement dwellers without providing alternative arrangements would violate their right to life and personal liberty. In the landmark judgment, Vishaka v. State of Rajasthan (1997), the supreme court addressed the issue of sexual harassment at the workplace. The court held that the right to a safe and secure working environment is a fundamental right flowing from Article 21. It laid down guidelines to prevent and redress sexual harassment at workplaces until appropriate legislation was enacted. In, National Legal Services Authority v. Union of India and Ors (2014) , ​The National Legal Services Authority filed a PIL to protect the interests of transgendered persons. The court held that the Gender of a person is to be decided by the person themself after looking into the Right to Life Article. So all the rights which are given to normal people must be given to transgendered people like Public toilets, medical care for transgendered persons and the provisions of reservations under Article 15 and 16 must be extended to them as they classify as a minority section. In the case, Animal Welfare Board v. A. Nagaraja (2014) , rights which are given to animals were up for contention (especially bulls used in Jallikattu festival). In this case, the Animal Welfare Board of India (AWBI) brought the attention of the court towards the cruelty and inhuman behavior which is faced by the animals which are used in the Jallikattu festival. ​ The court held that they have a duty under the doctrine of ‘parens patriae’ to take care of the rights of animals. Article 51A (g) of the Constitution also gives the principle of compassion towards living beings and animals. So under this case, the Supreme Court ruled that Jallikattu is constitutionally void. In another landmark judgment, K.S. Puttaswamy v. Union of India (2017) (privacy judgment) the Supreme Court recognized the right to privacy as a fundamental right protected under Article 21. The court held that privacy is an essential aspect of personal liberty and dignity and is intrinsic to the entire constitutional scheme. In Common Cause v. Union of India (2018) , the court legalized passive euthanasia and recognized the right to die with dignity as a fundamental right under Article 21. The court held that individuals have the right to refuse medical treatment or life support and can make an advance directive specifying their wishes in case of terminal illness. Article 21 also prohibits arbitrary or unlawful detention. It ensures that no person can be detained without proper legal justification or without following the due process of law. It safeguards against arbitrary arrests and protects individuals from being unlawfully deprived of their freedom. It also encompasses the right to a fair trial. It guarantees that every person accused of an offense shall have the right to a fair and impartial trial, including the right to legal representation, the right to be heard, and the right to present evidence in their defense. In the case, A.K. Roy v. Union of India (AIR 1982) (NSA case), the Supreme Court discussed whether the provisions of Natural Justice should be applied to the National Security act or not. This Act took away many important rights of a detained person like Right to be represented by a lawyer, Right to cross-examine the detaining authority etc. The court held that Natural justice is important but it cannot be applied in all the acts. It is important to look at the circumstances and the purpose of making the Act. So based on this logic the court upheld the NSA Act (1980). The interpretation and scope of Article 21 have evolved through various landmark judgments of the Supreme Court, expanding its ambit to include protection against torture, custodial violence, and the right to a clean and healthy environment. It's important to note that reasonable restrictions can be imposed on the rights guaranteed under Article 21 in the interests of public order, national security, public health, or morality. However, such restrictions must be fair, just, and in accordance with the principles of reasonableness and proportionality. References IndianKanoon Legal Service India Lawctopus Academike Wikipedia"
https://indiankanoon.org/doc/581566/,"Article 22 in Constitution of India
          
  

  
     [Constitution]","22. Protection against arrest and detention in certain cases (1) No person who is arrested shall be detained in custody without being informed, as soon as may be, of the grounds for such arrest nor shall he be denied the right to consult, and to be defended by, a legal practitioner of his choice. (2) Every person who is arrested and detained in custody shall be produced before the nearest magistrate within a period of twenty-four hours of such arrest excluding the time necessary for the journey from the place of arrest to the court of the magistrate and no such person shall be detained in custody beyond the said period without the authority of a magistrate. (3) Nothing in clauses (1) and (2) shall apply— (a) to any person who for the time being is an enemy alien; or (b) to any person who is arrested or detained under any law providing for preventive detention. (4) No law providing for preventive detention shall authorise the detention of a person for a longer period than three months unless— (a) an Advisory Board consisting of persons who are, or have been, or are qualified to be appointed as, Judges of a High Court has reported before the expiration of the said period of three months that there is in its opinion sufficient cause for such detention: Provided that nothing in this sub-clause shall authorise the detention of any person beyond the maximum period prescribed by any law made by Parliament under sub-clause (b) of clause (7); or (b) such person is detained in accordance with the provisions of any law made by Parliament under sub-clauses (a) and (b) of clause (7). (5) When any person is detained in pursuance of an order made under any law providing for preventive detention, the authority making the order shall, as soon as may be, communicate to such person the grounds on which the order has been made and shall afford him the earliest opportunity of making a representation against the order. (6) Nothing in clause (5) shall require the authority making any such order as is referred to in that clause to disclose facts which such authority considers to be against the public interest to disclose. (7) Parliament may by law prescribe— (a) the circumstances under which, and the class or classes of cases in which, a person may be detained for a period longer than three months under any law providing for preventive detention without obtaining the opinion of an Advisory Board in accordance with the provisions of sub-clause (a) of clause (4); (b) the maximum period for which any person may in any class or classes of cases be detained under any law providing for preventive detention; and (c) the procedure to be followed by an Advisory Board in an inquiry under sub-clause (a) of clause (4). Editorial Comment - Article 22 of the Indian Constitution provides certain safeguards regarding arrests and detentions. It aims to protect the rights and liberties of individuals who are arrested or detained by the authorities. Protection against Arrest and Detention - Article 22 safeguards individuals against arbitrary arrest and detention. It ensures that no person can be arrested or detained without being informed of the grounds for such arrest or detention. Right to be Presented before Magistrate - Article 22 guarantees that an arrested person must be produced before the nearest magistrate within 24 hours of their arrest. This provision aims to prevent unlawful and prolonged detention without proper judicial oversight. Right to Consult a Legal Practitioner - Article 22 grants the right to an arrested person to consult and be defended by a legal practitioner of their choice. This right helps ensure that individuals have proper legal representation during the process of arrest and detention. Communication of Grounds for Arrest - An arrested person must be informed of the grounds for their arrest and detention. They have the right to know the reasons behind their arrest, enabling them to effectively exercise their legal rights. Preventive Detention - Article 22 also addresses the issue of preventive detention, which allows the authorities to detain individuals for preventive reasons, such as the maintenance of public order or national security. It imposes certain additional safeguards, such as the requirement for the grounds of detention to be communicated and the provision for a review by an advisory board. It's important to note that Article 22 provides certain exceptions during times of emergency, such as during a proclamation of Emergency by the President of India. In such circumstances, certain restrictions on the rights and safeguards under Article 22 may be imposed. In the case, D.K. Basu v. State of West Bengal (1997) , ​ A Public Interest Litigation was filed by Dr Dilip Kumar Basu related to a case of Custodial violence. The Supreme Court laid down strict guidelines related to custodial violence and deaths. These guidelines are to be followed in all cases of arrest and detention until legal provisions are made for the safeguard of a person in custody. References IndianKanoon Social Law Today Academic Article [ Editorial comment -The Constitution (Forty-Fourth Amendment) Act, 1978, repealed Article 19 (1) (f) and also took out Article 31(1) has been taken out of Part III and made a separate Article 300A in Chapter IV of Part XII. This amendment may have taken away the scope of speedy remedy under Article 32 for the violation of Right to Property because it is no more a Fundamental Right. Making it a legal right under the Constitution serves two purposes: Firstly, it gives emphasis to the value of socialism included in the preamble and secondly, in doing so, it conformed to the doctrine of basic structure of the Constitution. Also Refer ]"
https://indiankanoon.org/doc/1071750/,"Article 23 in Constitution of India
          
  

  
     [Constitution]","23. Prohibition of traffic in human beings and forced labour (1) Traffic in human beings and beggar and other similar forms of forced labour are prohibited and any contravention of this provision shall be an offence punishable in accordance with law. (2) Nothing in this article shall prevent the State from imposing compulsory service for public purpose, and in imposing such service the State shall not make any discrimination on grounds only of religion, race, caste or class or any of them. Editorial Comment - Article 23 of the Indian Constitution addresses the prohibition of trafficking in human beings and forced labor. Article 23 prohibits trafficking in human beings, including trafficking for the purpose of forced labor, slavery, or exploitation. It recognizes the inherent dignity and rights of individuals, ensuring protection against such practices. It also prohibits forced labor or any form of compulsory labor. It ensures that no person can be compelled to work against their will or under exploitative conditions. The prohibition on forced labor does not apply to work required as a part of a compulsory service for public purposes, such as military service, or in cases of emergency or calamity threatening the life or well-being of the community. Article 23 emphasizes the importance of protecting individual freedom and dignity, ensuring that no person is subjected to exploitation or degrading conditions of work. It safeguards the right to receive fair and reasonable remuneration for work done. The objective of Article 23 is to eradicate practices that exploit and subjugate individuals, particularly vulnerable sections of society. It upholds the principles of equality, justice, and respect for human rights. It's important to note that to address the issues related to trafficking, forced labor, and other forms of exploitation, the Indian government has enacted specific laws such as the Immoral Traffic (Prevention) Act , Bonded Labor System (Abolition) Act , and other relevant legislation to provide legal frameworks and mechanisms for preventing and combating such offenses. In, Sanjit Roy v. The State of Rajasthan, AIR 1983, court held that payment of wages which is lower than the minimum wage to a person who is working in famine relief work is against the provisions of Article 23. The State cannot take advantage of the situation of the person who is engaged in famine relief work. In, ​ Deena v. Union of India, AIR 1983, the court held that the labor which is taken from prisoners without paying them proper remuneration of their work is against the provisions of Article 23. They are entitled to reasonable wages according to their work. In, Vishal Jeet v. Union of India (1990) , the Supreme Court emphasized that the right to receive timely and fair wages is an essential component of the prohibition on forced labor under Article 23. The court held that delayed payment or non-payment of wages could be considered as forced labor, violating the constitutional rights of workers. ​Budhadev Karmaskar v. State of West Bengal , the Court directed for the rehabilitation of the sex workers. The Supreme Court also directed to form the Sex workers rehabilitation panel and directed the State and Central Government to provide funds for the working of this panel. References IndianKanoon United Nations Blog Ipleaders Lawctopus"
https://indiankanoon.org/doc/1540780/,"Article 24 in Constitution of India
          
  

  
     [Constitution]","24. Prohibition of employment of children in factories, etc. No child below the age of fourteen years shall be employed to work in any factory or mine or engaged in any other hazardous employment. Editorial Comment - Article 24 of the Indian Constitution pertains to the prohibition of child labor. It aims to protect the rights and welfare of children by prohibiting their employment in certain hazardous occupations or processes. Article 24 prohibits the employment of children below the age of 14 years in any factory, mine, or hazardous occupation. The intention is to prevent exploitation, safeguard the health and development of children, and ensure their access to education. The article allows for certain exceptions where child labor may be permitted, such as engaging children in non-hazardous family-based work, work as part of a school's curriculum, or in any other harmless or innocent occupation. This article also empowers the government to enact legislation to determine the specific occupations and processes that are considered hazardous for children. The government has the authority to impose necessary restrictions and regulations to enforce this provision effectively. Article 24 is closely linked to Article 21A, which guarantees the right to education for children between the ages of 6 and 14 years. By prohibiting child labor, Article 24 promotes the realization of the right to education and ensures that children have the opportunity to develop their potential and skills through proper schooling. In this landmark case, M.C. Mehta v. State of Tamil Nadu (1997) , the Supreme Court addressed the issue of child labor in the firecracker industry. The court prohibited the employment of children in hazardous industries, including the manufacture of firecrackers. It emphasized the importance of enforcing Article 24 to protect the rights and welfare of children and directed the government to take necessary measures to eradicate child labor. In People's Union for Democratic Rights v. Union of India (1982) , The Supreme Court dealt with the issue of child labor in matchbox factories. The court recognized that child labor in hazardous industries was a violation of their fundamental rights. It held that the prohibition on child labor under Article 24 must be effectively enforced to ensure the well-being and development of children. In Bachpan Bachao Andolan v. Union of India (2011) , the Supreme Court addressed the issue of child labor in various industries, including carpet weaving. The court reiterated the importance of implementing and enforcing the provisions of Article 24 to eradicate child labor and protect the rights of children. It directed the government to take measures for the rescue, rehabilitation, and education of children involved in labor. References IndianKanoon ConstitutionofIndia.net Legal Service India Academic Article"
https://indiankanoon.org/doc/631708/,"Article 25 in Constitution of India
          
  

  
     [Constitution]","25. Freedom of conscience and free profession, practice and propagation of religion (1) Subject to public order, morality and health and to the other provisions of this Part, all persons are equally entitled to freedom of conscience and the right freely to profess, practise and propagate religion. (2) Nothing in this article shall affect the operation of any existing law or prevent the State from making any law— (a) regulating or restricting any economic, financial, political or other secular activity which maybe associated with religious practice; (b) providing for social welfare and reform or the throwing open of Hindu religious institutions of a public character to all classes and sections of Hindus. Explanation I.—The wearing and carrying of kirpans shall be deemed to be included in the profession of the Sikh religion. Explanation II.—In sub-clause (b) of clause (2), the reference to Hindus shall be construed as including a reference to persons professing the Sikh, Jaina or Buddhist religion, and the reference to Hindu religious institutions shall be construed accordingly. Editorial Comment - Article 25 of the Indian Constitution guarantees the fundamental right to freedom of religion. It encompasses various aspects related to the freedom to profess, practice, and propagate religion. The freedom of religion under this article is subject to reasonable restrictions imposed in the interest of public order, morality, and health. This means that while individuals have the right to practice their religion, it should not disrupt the harmony of society or infringe upon the well-being of others. Article 25 distinguishes between religious practices and secular activities associated with religious institutions. The state has the authority to regulate or restrict secular activities that may be associated with religious practices, such as social reforms, economic activities, and other activities unrelated to the core aspects of religion. It also includes the right of religious denominations or any section thereof to manage their own religious affairs, including establishing and maintaining religious institutions, as long as they do not violate any other laws or public order. ​In the case of Vaishno Devi Shrine, Board v. State of Jammu and Kashmir, AIR 1997 , In this case, the validity of Jammu and Kashmir Mata Vaishno Devi Shrine Act, 1988 was challenged. This act was made for better management and governance of the temple. This act was challenged based on a violation of the Fundamental right of Religion of the petitioner. It abolished the hereditary post of the priests and gave the power to the state to make the appointment of priests. The Supreme Court held that the service of a priest is a secular activity and it can be regulated by the state under clause 2 of Article 25. In the case, Sardar Syedna Taher Saifuddin Saheb v. State of Bombay (1962) , the Supreme Court addressed the issue of religious freedom and held that the freedom to manage religious affairs includes the right to determine the essential practices of a religious denomination. The court emphasized that the state should not interfere in matters of religious faith unless such practices are considered immoral or contrary to public order. In the case, Commissioner, Hindu Religious Endowments, Madras v. Sri Lakshmindra Thirtha Swamiar of Sri Shirur Mutt (1954) , Supreme Court dealt with the power of the state to intervene in the administration of religious institutions. The Supreme Court held that while the state can regulate and supervise the administration of religious institutions, it should not interfere with the essential religious practices and customs of a denomination unless they are deemed to be socially harmful or against public order. In the case of Acharya Jadishwaranand Avadhuta v. Commissioner of Police, Calcutta, 1984 (Anand Marga Case), the Supreme Court held that the Tandava dance which is followed by the community of Anand Marga is not an essential part of the religion. So an order can be passed for the prohibition of Tandava dance in public and it will not violate Article 25 and 26 of the Indian Constitution. ​In the case of Moulana Mufti Sayeed Mohd. Norrur Rehman Barkariq v. State of West Bengal, AIR 1999 , the High Court said that the restriction imposed by the state on the use of Microphones and loudspeakers at the time of Azaan is not against the Article 25 and 26 of the Indian Constitution. In the case, Shyam Narayan Chouksey v. Union of India, the Supreme Court dealt with the question of showing respect to the national anthem. The Supreme Court held that every citizen or persons are bound to show respect to the National Anthem of India, whenever played or sung on specific occasions the only exemption is granted to disabled people. It further held that playing of the national anthem in cinema halls is not mandatory but optional and directory. In the case, Shayara Bano v. Union of India (Triple Talaq case), a 5 judges bench of the Supreme Court discussed whether the practice of Talaq-e-biddat (triple talaq) is a matter of faith to the Muslims and whether it is constituent to their personal law. By a 3:2 majority, the court ruled that the practice of Talaq-e-biddat is illegal and unconstitutional. The court also held that an injunction would continue to bar the Muslim male from practicing triple talaq till a legislation is enacted for that purpose. References IndianKanoon ConstitutionofIndia.net Blog Ipleaders Wikipedia"
https://indiankanoon.org/doc/1858991/,"Article 26 in Constitution of India
          
  

  
     [Constitution]","26. Freedom to manage religious affairs Subject to public order, morality and health, every religious denomination or any section thereof shall have the right— (a) to establish and maintain institutions for religious and charitable purposes; (b) to manage its own affairs in matters of religion; (c) to own and acquire movable and immovable property; and (d) to administer such property in accordance with law. Editorial Comment - ​Article 26 provides for the freedom to manage the religious affairs of the citizens and is subject to Public order, morality and health. Article 26(a)  Right to establish and maintain institutions for religious and charitable purposes.The right to establish and maintain religious institutions is given to every religious institution. The word establishes and maintains must be read together. So it is important for a religious institution to first establish a religious institution and only then the right to maintain an institution is to be given to that group. It is to be noted that the right to maintain an institution will also include the right to administer it. In the case of TMA Pai Foundation v. The State of Karnataka , AIR 2003, the court held that the right to establish and maintain a religious institution is given to every religion. It can be a majority religion or even a minority religion. Article 26(b) Right to manage its own affairs in matters of religion. Every religious institution has the right to manage its own affairs in the matters of religion. The State has got no right to interfere in these matters unless it is affecting the public order, morality and health of the citizens. In the case of S.P. Mittal v. Union of India , AIR 1983, the validity of the Aurobindo (Emergency Provisions) Act, 1980 was challenged on the ground that it was violative of their right to freedom of religion. Sri Aurobindo founded the philosophy of cosmic salvation. He and his disciples formed the Aurobindo Society. The court decided that the sayings of Sri Aurobindo were not religious institutions. So the taking over of the Aurobindo Ashram by the Government did not infringe Article 25 and 26 of the Indian Constitution. Article 26(c) details the right to own and acquire movable and immovable property. The state can regulate the property of a religious denomination by law. Article 26(d) is on the right to administer such property in accordance with law. The State can regulate the administration of the property belonging to the religious entity. It is also important to understand that the state cannot altogether take away the right of the administration from the religious institution. ​In the case of Seshammal v. State of Tamil Nadu , 1972, the hereditary post of Archakas and Mathadhipatis of Hindu temples in Tamil Nadu challenged the validity of Tamil Nadu Religious and Charitable Endowments Act, 1970 under Article 32 on the violation of Right to Freedom. The Supreme Court decided that the post of Archaka is secular. The appointment of Archaka is not a religious practice nor is it an integral part of a religion. So the court upheld the appointment of Archakas according to prevailing usage and custom. The right to succession also remained valid. ​In the case of N. Adithayan v. Travancore Devaswom Board , 2002, it was challenged if non-Brahmins can be appointed as a pujari in a temple. The Supreme Court held that the Brahmins do not have the monopoly over-performing puja in a temple. The court also added that non-Brahmins can be appointed as a pujari as long as he is well versed in his job. References IndianKanoon Wikipedia Blog Ipleaders"
https://indiankanoon.org/doc/211413/,"Article 27 in Constitution of India
          
  

  
     [Constitution]","27. Freedom as to payment of taxes for promotion of any particular religion No person shall be compelled to pay any taxes, the proceeds of which are specifically appropriated in payment of expenses for the promotion or maintenance of any particular religion or religious denomination. Editorial Comment - Article 27 ensures that individuals are not forced to contribute through taxes towards the promotion or maintenance of any specific religion or religious denomination. It upholds the principle of religious neutrality and prevents the use of public funds for the advancement of a particular religious belief or institution. The aim of Article 27 is to maintain a secular state where the government remains impartial towards all religions and does not favor or promote any specific religion using public funds. It ensures that taxpayers' money is not utilized to endorse or support any particular religious agenda, thus preserving the religious freedom and equality of citizens. In Sri Jagannath v. the State of Orissa , AIR 1954, the court upheld the fee which was imposed. The court stated that the annual contribution was a fee and not a tax. This payment was demanded to meet the expenses of the Commissioner and his office which was set up for the administration of the religious institution. ​ In Nasima Khatun v. State of West Bengal, AIR 1981, the Bengal Wakfs Act was amended in 1973. Through this amendment, the contribution was to be asked by people for the education for economically weaker and meritorious students. The court said that this tax does not fall under Article 27 as a tax but it is a kind of Fee, which is not a prerogative of Article 27. ​ In P.M. Bhargava v. University Grants Commission, AIR 2004, the court said that the teaching of Jyotish Vigyan in a University by University Grants Commission is not religious teaching. This is a secular activity. So it does not fall under Article 27 of the Indian Constitution. References IndianKanoon ConstitutionofIndia.net Legal Service India"
https://indiankanoon.org/doc/1734560/,"Article 28 in Constitution of India
          
  

  
     [Constitution]","28. Freedom as to attendance at religious instruction or religious worship in certain educational institutions (1) No religious instruction shall be provided in any educational institution wholly maintained out of State funds. (2) Nothing in clause (1) shall apply to an educational institution which is administered by the State but has been established under any endowment or trust which requires that religious instruction shall be imparted in such institution. (3) No person attending any educational institution recognised by the State or receiving aid out of State funds shall be required to take part in any religious instruction that may be imparted in such institution or to attend any religious worship that may be conducted in such institution or in any premises attached thereto unless such person or, if such person is a minor, his guardian has given his consent thereto. Editorial Comment - Article 28 of the Indian Constitution pertains to the freedom of religion in educational institutions. It safeguards the rights of individuals, religious groups, and educational institutions with regards to religious instruction, religious worship, and attendance at religious ceremonies. No religious instruction can be provided in any educational institution wholly maintained by state funds. This ensures that public educational institutions funded by the government remain secular and do not impart religious teachings. In educational institutions that are not wholly maintained by state funds, religious instruction is allowed. However, it requires the consent of parents or guardians. Students attending these institutions have the right to choose whether or not to receive religious instruction. In educational institutions that are not wholly maintained by state funds, students belonging to a particular religion have the right to attend religious worship or religious instruction conducted by the institution. The purpose of Article 28 is to maintain the secular character of educational institutions funded by the state and to uphold the freedom of individuals to pursue their own religious beliefs or choose not to participate in religious activities. ​In Aruna Roy v. Union of India, AIR 2002 , a PIL was filed under Article 32 wherein it was contended by the petitioner that the National Curriculum Framework for School Education (NCFSE) is violative of the provisions of the constitution. It was contended that it was anti-secular and it should be set aside. The court ruled that there is no violation of Article 28 and there is also no prohibition to study religious philosophy for having value-based life in a society. References IndianKanoon Blog Ipleaders"
https://indiankanoon.org/doc/1888152/,"Article 29 in Constitution of India
          
  

  
     [Constitution]","29. Protection of interests of minorities (1) Any section of the citizens residing in the territory of India or any part thereof having a distinct language, script or culture of its own shall have the right to conserve the same. (2) No citizen shall be denied admission into any educational institution maintained by the State or receiving aid out of State funds on grounds only of religion, race, caste, language or any of them. Editorial Comment - Article 29 of the Indian Constitution safeguards the cultural and educational rights of minorities. It aims to protect the interests of religious, linguistic, and cultural minorities in India. Any section of citizens residing in India having a distinct language, script, or culture of its own has the right to conserve and promote its language, script, or culture. This provision ensures the preservation and development of the unique identity and heritage of minority communities. Minority communities, whether based on religion or language, have the right to establish and administer educational institutions of their choice. This enables minorities to establish educational institutions that cater to their specific cultural and linguistic needs. Article 29 also prohibits discrimination against any citizen on the grounds of religion, race, caste, language, or any of them with respect to admission into educational institutions maintained or aided by the state. In the case of D.A.V. College, Jalandhar v. The State of Punjab (1971) , and the Supreme Court held that setting up of University and teaching Punjabi language is not infringing clause 1 of Article 29. In the case, St. Stephen's College v. University of Delhi (1992) , the Supreme Court dealt with the question of whether minority educational institutions can reserve seats for students belonging to their own community. The court ruled that minority institutions have the right to admit students from their own community, provided the admission process is fair and transparent. In the case, T.M.A. Pai Foundation v. State of Karnataka , the Supreme Court addressed the issue of the right of minority educational institutions to establish and administer their institutions. The court upheld the autonomy of minority institutions in matters of admission and administration, emphasizing that they have the right to preserve their own character and identity. In the case, Animal Welfare Board v. Union of India (Jallikattu case), the Supreme Court dealt with the question whether the sport of Jallikattu was protected as a cultural right under Article 29 of the Constitution of India? The Supreme Court upheld the practice of Jallikattu, as permitted by the 2017 Tamil Nadu Amendment to the Prevention of Cruelty to Animals Act, 1960. The five-judge Bench in 2023 overruled the view taken by a two-judge Bench of the court in its 2014 ruling in Welfare Board of India v. A. Nagaraja , banning such sports including Jallikattu. References IndianKanoon News Article SC Observer Blog Ipleaders"
https://indiankanoon.org/doc/1983234/,"Article 30 in Constitution of India
          
  

  
     [Constitution]","30. Right of minorities to establish and administer educational institutions (1) All minorities, whether based on religion or language, shall have the right to establish and administer educational institutions of their choice. (1A) In making any law providing for the compulsory acquisition of any property of an educational institution established and administered by a minority, referred to in clause (1), the State shall ensure that the amount fixed by or determined under such law for the acquisition of such property is such as would not restrict or abrogate the right guaranteed under that clause. (2) The state shall not, in granting aid to educational institutions, discriminate against any educational institution on the ground that it is under the management of a minority, whether based on religion or language. Editorial Comment - Article 30 of the Indian Constitution guarantees the right of minorities to establish and administer educational institutions of their choice. All minorities, whether based on religion or language, have the right to establish and administer educational institutions of their choice. This includes the right to determine the type of institution, its affiliation, and the right to appoint staff. The state cannot discriminate against any educational institution on the grounds of its minority status while granting aid. Minority institutions should receive the same treatment and protection as institutions established by the majority. While minorities have the right to establish and administer educational institutions, they must still adhere to reasonable regulations that the state may impose in the interest of maintaining standards of education, ensuring welfare, or preventing maladministration. The purpose of Article 30 is to protect the educational rights of religious and linguistic minorities, allowing them to preserve and promote their distinct culture, language, and religious identity through educational institutions of their choice. It recognizes the importance of minority communities in the nation's diversity and provides them with the freedom to establish and manage educational institutions that cater to their specific needs and aspirations. Article 31(A) was added as part of the 42nd Constitutional Amendment which states that in case of any property acquired by the government of an educational institution then it is the duty of the government to give appropriate compensation. In this case, St. Xavier's College v. State of Gujarat (1974), the Supreme Court clarified that minority educational institutions have the right to admit students belonging to their own community and can give preference to them while making admissions, as long as the admission process is fair and transparent. In D.A.V. College, Jullundur v. State of Punjab (1971), the Supreme Court held that minority institutions have the right to appoint teachers of their choice, subject to their qualifications and suitability. It emphasized the importance of preserving the minority character of such institutions. In this case, S.P. Mittal v. Union of India 1983 , the court discussed Auroville, a township formed on the ideals of Sri Aurobindo. Tamil Nadu government took management of this township and filed a presidential ordinance which later on became The Auroville (Emergency Provisions) Act, 1980 . Seeing that the government took control of a ‘religious’ enterprise, the Constitutional validity of the Act was challenged on 4 grounds. One of the grounds was that it was violative of Article 29 and 30. It was held by the bench that the aforesaid Act does not violate Article 29 and 30. The court held that it, in no way curtailed their right or prevented any citizen from conserving its own language, script or culture and thus was not violative of Article 29. Also in this case, in order to seek protection under Article 30, one must prove that they are a linguistic or religious minority and the institution in question was established by them. Considering that Auroville was not religious and was founded on the ideology of Sri Aurobindo, they could not seek protection under these articles. In the landmark case T.M.A. Pai Foundation v. State of Karnataka (2002), the Supreme Court dealt with the autonomy of minority educational institutions and their right to establish and administer institutions of their choice. The Supreme Court held that minority institutions have the right to administer their affairs, including the right to appoint staff, but they must still operate within certain reasonable regulations imposed by the state. References IndianKanoon ConstitutionofIndia.net Blog Ipleaders IndianKanoon [ Editorial comment -The Constitution (Forty-Fourth Amendment) Act, 1978, repealed Article 19 (1) (f) and also took out Article 31(1) has been taken out of Part III and made a separate Article 300A in Chapter IV of Part XII. This amendment may have taken away the scope of speedy remedy under Article 32 for the violation of Right to Property because it is no more a Fundamental Right. Making it a legal right under the Constitution serves two purposes: Firstly, it gives emphasis to the value of socialism included in the preamble and secondly, in doing so, it conformed to the doctrine of basic structure of the Constitution. Also Refer ]"
