query,case_title,case_url,doc_title,headline,content
Article 10,"Article 10 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/492977/,,,
Article 10,"THE CONSTITUTION (FORTY-SECOND AMENDMENT) ACT, 1976",https://indiankanoon.org/doc/50073852/,,,
Article 10,"THE CONSTITUTION (SEVENTH AMENDMENT) ACT, 1956",https://indiankanoon.org/doc/156973329/,,,
Article 10,"THE CONSTITUTION (FORTY-FOURTH AMENDMENT) ACT, 1978",https://indiankanoon.org/doc/39266478/,,,
Article 10,"Devidas Ramachandra Tuljapurkar vs State Of Maharashtra & Ors on 14 May, 2015",https://indiankanoon.org/docfragment/69910146/?formInput=Article%2010,,"From  another  standpoint,  whoever  exercises  his  freedom  of  expression
undertakes “duties and responsibilities” the scope of which depends  on  his
situation and the technical means he uses.  The Court cannot  overlook  such
a person’s “duties” and “responsibilities” when  it  enquires,  as  in  this
case,  whether  “restrictions”  or  “penalties”  were   conducive   to   the
“protection  of  morals”  which  made  them  “necessary”  in  a  “democratic
society”.”

      Mr. Subramanium,  learned  senior  counsel  has  emphasised  that  the
freedom of expression as protected by Article 10  of  ECHR  constitutes  an
essential basis of a democratic society and any limitations on that  freedom
have to be interpreted strictly.   Mr. Subramanium has also referred  us  to
Editorial Board of Pravoye Delo and  Shtekel  v.  Ukraine[38],  wherein  the
European Court, for the first time, acknowledged that  Article 10  of  ECHR
has to be interpreted as imposing on States a positive obligation to  create
an appropriate  regulatory  framework  to  ensure  effective  protection  of
journalists’ freedom of expression on the Internet.  He has also  drawn  our
attention to Akda v. Turkey[39], wherein the European Court  has  held  that
ban on translation of classic work  of  literature  that  contained  graphic
description of sex, violated the right to freedom of expression.



32.   Mr. Nariman, learned senior counsel and amicus, has  commended  us  to
Wingrove v. United Kingdom[40] to show that  the  interpretation  placed  by
the European Court of Human Rights on Article 10 that deals with freedom  of
expression.  In the said case, a video movie characterising Saint Teresa  of
Avila in profane ways was held to be properly banned and not a violation  of
Article 10 of the European  Convention  on  Human  Rights.   The  said  case
originated from an application lodged with  the  European  Commission  under
Article 25 by a British national Nigel Wingrove on  18th  June,  1990.   The
object of the request and of the Application was to obtain a decision as  to
whether the facts of the case disclosed a breach  by  the  respondent  State
(United Kingdom) of its obligation under Article 10 of the  ECHR.   Wingrove
wrote the script  for a video and directed making of a video  work  entitled
‘visions of ecstasy’ – the idea for the film was derived from the  life  and
writings of St. Teresa of Avila, the sixteenth century  Carmelite,  nun  and
founder of many convents,  who  experienced  powerful  ecstatic  visions  of
Jesus Christ.  In paragraphs 9 and 10 of the report  it is stated:-



“... I consider that  the  same  decision  could  have  been  reached  under
paragraph 2 of Article 10 (art. 10-2) on grounds other than  blasphemy,  for
example the profanation of symbols, including  secular  ones  (the  national
flag) or jeopardising or prejudicing public order (but not for  the  benefit
of a religious majority in the territory concerned).  The reasoning  should,
in my opinion have been expressed in terms both of religious beliefs and  of
philosophical convictions.  It is only in paragraph 53 of the judgment  that
the words “any other” are cited.  Profanation and  serious  attacks  on  the
deeply held feelings of others or on religious  or  secular  ideals  can  be
relied on under Article 10 para 2  (art.  102)  in  addition  to  blasphemy.



“The majority of the Video Appeals Committee took the view that the  imagery
led not to a religious perception, but to a perverse one, the ecstasy  being
furthermore of a perverse kind.  That analysis was in  conformity  with  the
approach of the House of Lords, which moreover did not discuss the  author’s
intention with respect to the moral element of  the  offence.   The  Board’s
Director said that it would have taken just the same stance in respect of  a
film that was contemptuous of Mohammed  or  Buddha.   The  decision  not  to
grant a certificate  might possibly have been justifiable and justified  if,
instead of St Teresa’s ecstasies, what had been in issue had  been  a  video
showing, for example, the anti-clerical  Voltaire  having  sexual  relations
with some prince or king.  In such a case,  the  decision  of  the  European
Court might well have been similar  to  that  in  the  Wingrove  case.   The
rights of other under Article 10 para 2 (art.  10-2)  cannot  be  restricted
solely to the protection of the rights of others in  a  single  category  of
religious believers or philosophers, or a majority of them.  The  Court  was
quite right to base its decision on the protection of the rights  of  others
pursuant to Article 10 (art. 10), but to my mind it could have  done  so  on
broader grounds, inspired to a greater extent by the concern to protect  the
context of religious beliefs “or any other”, as is rightly  pointed  out  in
paragraph 53 of the judgment.  In the difficult balancing exercise that  has
to be carried out in these  situations  where  religious  and  philosophical
sensibilities are confronted by freedom of expression, it is important  that
the inspiration provided by the European Convention and  its  interpretation
should be based both on pluralism and a sense of values.”",
Article 10,"Ministry Of Defence, Government Of ... vs Cenrex Sp. Z.O.O & Ors. on 8 December, 2015",https://indiankanoon.org/docfragment/26155961/?formInput=Article%2010,,"(iii)   Petitioner not only had wrongly invoked the performance bond

and recovered moneys, but also the moneys thus received could have been

retained by the petitioner only if the petitioner was able to establish its case

of damages caused to it as per Article 10 of the Contract. However since the

pleadings of the petitioner filed in the arbitration proceedings did not base

itself on Article 10 of the Contract, hence, damages could not be claimed by

the petitioner under Article 10 for being adjusted against the performance

bond amount realized by the petitioner.


16.             The third conclusion given by the majority Award is that there

is no reference in the pleadings of the petitioner filed in the arbitration

proceedings to Article 10 of the Contract and therefore a claim based of the

petitioner on Article 10 is against law and cannot be looked at. These

conclusions are contained in paras 21 to 24 of the impugned Award and

these paras read as under:-

      ""21.       However, that it not to say that MOD would not, in the ordinary
      course, be entitled up to $82,245.14 in damages from Cenrex for breach of
      contract if Cenrex did fail to comply with the delivery schedule. Such a right
      to damages arises under Article 10, and clearly survives the expiry of the
      performance bond. The fact that MOD cannot rely upon the performance bond
      as a remedy does not mean that it is not entitled to bring a claim under Article
10 for liquidated damages.



      23.        Much of the agreement addressed on the pleadings does go to
      whether there was a breach of contract by Cenrex and, implicitly therefore, a
      right to damages under Article 10. Article 10 itself, however (like Article 2.3),
      does not feature at all in any of the pleadings of the parties. Latter submissions
      have sought to raise it, but the context in which those submissions are made is
      unclear and the tribunal does not consider that it is properly seized of any
      claim under Article 10.



OMP No.408/2007                                                              page 27 of 42
    24.       The tribunal therefore considers that it is bound to deal with this
   matter by allowing the claim of Cenrex and ordering payment of $82,245.14
   together with interest. The tribunal considers that interest should run from 19
   June 2004 at an annual rate of 18%.""                          (emphasis is mine)


17(i)        Once again this aforesaid conclusion and finding of the

Arbitration Tribunal is wholly perverse to say the least because even if

Article 10 of the Contract is not mentioned by reference, the entire case of

the petitioner in the arbitration proceedings has been the entitlement of the

petitioner to encash the performance bond on account of delay in deliveries

by the respondent no.1 to the petitioner and this is so stated by the Arbitrator

themselves in para 23 first line and para 22 first line of the impugned Award.

There is no law which requires that unless Article 10 of the Contract is

mentioned in the pleadings of the petitioner in the arbitration proceedings,

although the facts so as to bring the case under Articles 2.1, 2.2 and 10 of the

Contract are mentioned in the pleadings itself, it is not legally permissible

for the petitioner to urge a case for encashment and enforcement of the

performance bond on account of delays caused by the respondent no.1 in

supplying of goods under the contract.             The majority Award clearly

therefore has acted against the settled legal principles as applicable in this

country by holding that the petitioner herein was not entitled to plead a case

merely because Article 10 of the Contract is not mentioned in its pleadings

OMP No.408/2007                                                       page 28 of 42
 because the substance has to be seen and not the form and the form was also

there except the mention of Article 10.",
Article 10,"Constituent Assembly Debates On 30 November, 1948 Part I",https://indiankanoon.org/docfragment/766061/?formInput=Article%2010,,"Mr. Vice-President: I shall put the amendment to vote.The question is:

That after article 11 the following new article be inserted:--

""11-B. Capital punishment except for sedition involving use of violence 
is abolished.""

The amendment was negatived.

Article 10

 


Mr. Vice-President: We can now go back to Article No.10. The motion before the 
House is:

""That Article 10 form part of the Constitution.""

I shall now go over the amendments and then we may have a general discussion.

Amendment No. 326 is verbal and is disallowed.



Sir, my third argument is that the provision withregard to the reservation of 
seats in the legislatures for the minor ities, which must include the 
depressed classes and the scheduled tribes, according to the draft 
constitution isto be of limited duration. Now nobody can deny at thepresent 
time that a provision of this kind is necessary for these classes and it must 
be obvious to everybody here thatrepresentation in the legislature is of far 
greaterimportance than representation in services. If a communityis 
represented in the legislature, its representatives canvoice its demands from 
time to time and can see that anyinjustice done to that community either in 
the matter ofappointment to posts or in any other matter is rectified.But if 
it ceases to be represented in the legislature,whatever protection might be 
granted to it in this or thatmatter, it will be in a far more helpless 
condition than ifit were deprived of any other special aid. Now it has 
beenprovided in the Constitution that the reservation of seatsfor the minor 
ities which include the scheduled tribes anddepressed classes, who must 
according to any definition beregarded as backward, is limited to ten years. 
Article 305lays down that the provision for the reservation of seatsfor the 
minor ities which include the scheduled tribes anddepressed classes, who must 
according to any definition beregarded as backward, is limited to ten years. 
Article 305lays down that the provision for the reservation of seatsfor the 
minor ities according to their population shallcontinue in force unchanged for 
ten years and no more. Onthe expiration of then years from the commencement of 
the Constitution this ""provision shall lapse unless it soperation is 
extended by an amendment of the Constitution.Now is it not desirable that a 
similar limitation should bellaid down in clause (3) of article 10? Indeed it 
can beapplied with greater force to article 10 than to thereservation of posts 
for the minor ities in the Central andProvincial administrations. If clause 
(3) of article 10 isto be in comformity with the scheme for the protection of 
the interests of the backward classes, I submit that it is not merely 
desirable but necessary that the amendment that Ihave proposed should be made.



Lastly, Sir, I should like to know what is therelationship between clause (3) 
of article 10 and article296. Article 296 provides that the claims of minor 
itycommunities shall be taken into consideration consistentlywith the 
maintenance of efficiency in the administration in the making of appointments 
to services and posts inconnection with the affairs of the Union or of a State 
for the time being specified in Part I of the First Schedule.Now in so far as 
clause (3) of Article 10 applies to allStates specified in the First Schedule, 
the differencebetween it and article 296, which applies only to 
Statesspecified in Part I of the First Schedule, is clear. Butbeyond that it 
is far from clear what the relationshipbetween these two articles is. Article 
296 relates tominor ities. The claims of the minor ity communities can betaken 
into consideration in making appointments to servicesonly on the ground that 
they are backward. Though it is the word `minor ity' that is used, in article 
296 and theexpression `backward classes' is used in article 10 (3), itseems to 
me that in fairness to the country protection canbe granted to any class, 
whether you call it a backwardclass or a minor ity, only on the ground that it 
is backwardand if left to itself, would be unable to protect itsinterests. 
This shows the need for

 


clearing up theconnection between the two articles that I have justreferred 
to. Apart from this, I should like to know whetherif clause (3) of article 10 
were passed, it would bepossible for sections within the various communities 
to askfor special protection for themselves in the matter ofappointments to 
services or posts. It may be that if clause(3) of article 10 is passed, it 
will not be possible for theState to make any reservations in the services 
forminor ities as such. But will it not be a temptation tosections of these 
and other communities to claim that theyare backward in order to get the 
protection of clause (3) ofarticle 10? Sir, I submit that we should have a 
system thatwould not encourage fissiparous tendencies and under whichit will 
not be to the interest of any class to claim that it is backward. It is 
desirable therefore to limit theoperation of any special protection that we 
may grant--protection of whatever kind--that its duration should belimited, so 
that the legislature may from time to time beable to see how it has worked and 
how the State hasdischarged its duty towards the protected classes. Unlessthis 
is done, I venture to think that article 10 would notbe in conformity with the 
intention of the constitution toremove all those conditions on account of 
which specialprotection is necessary. We are all aware that when theReport of 
the Minor ities Committee was considered by theHouse, the entire House was 
anxious that reservations of whatever kind should be done away with as quickly 
aspossible. It was recognized that for the time being theywere necessary, but 
it was insisted on that whateverprotection might be considered necessary now, 
should begranted temporarily only, so that the population of thecountry might 
become fully integrated, and no community orclass might be tempted to claim 
special advantages for itself. On these grounds, Sir, I venture to put forward 
myamendment though I have no doubt whatsoever, that it willnot find favour 
with my friend Dr. Ambedkar.



To give a clear picture of this, Sir, I would like tostate what obtains in 
Mysore. There are two classes ofvacancies, A and B classes. For the A Class 
vacancies, boththe Brahmins and the Non-Brahmins are competent to 
apply,whereas for the B class vacancies, only the backward classesare entitled 
to compete. Sir, these backward communitiessuffer from two disabilities, 
namely, social disabilitiesand educational disabilities. It is from these two 
points ofview, that the State Government has specifically providedthe 
appointments in the B class. Therefore, Sir, it is butright that the word 
""backward"" appearing in clause (3) ofarticle 10 should be retained. 
As the Honourable Dr.Ambedkar has rightly said, the retention of the 
word`backward' will be very appropriate also for this reason,namely, that 
clauses (1) and (2) of article 10 would be nulland void if this word 
`backward' is not retained in clause(3) of article 10.",
Article 10,"Jaipur Vidyut Vitran Nigam Ltd. vs Adani Power Rajasthan Ltd. on 31 August, 2020",https://indiankanoon.org/docfragment/32145461/?formInput=Article%2010,,"53.   It was argued that there was no domestic coal linkage under

which supply was cut down due to any law, and APRL was not

allocated coal block, and its bid was premised on the imported coal.

In Energy Watchdog, it was opined that only changes in Indian law

could be considered under the PPA and not in foreign law. In NCDP

dated 26.7.2013, the NCDP of 2007 was modified to the effect that

power projects would only get a certain percentage of what was earlier

allowable.


54.   It is apparent from the decision dated 31.5.2013 of the Standing

Linkage Committee (Long­Term) that the application of APRL was kept

in abeyance. It applied for coal linkage on 2.7.2009 on the basis of

NCDP of 2007. The bid cut­off date was 30.7.2009, 7 days prior to the

bid deadline, the NCDP of 2007 was applicable. A decision was taken

by the Standing Linkage Committee on 14.2.2012 read with the

decision dated 31.5.2013 indicating a shortage in domestic coal and

dependence on imported coal. For the shortage of coal, APRL could

not have been made to suffer, on that it had no control.       It was

decided not to issue fresh LoAs, and all pending applications were

kept in abeyance.     The Cabinet Committee on Economic Affairs



decided on 21.6.2013 to reduce coal supply to 65 percent and 75

percent of ACQ for the remaining four years of the 12 th Five Year Plan.

It allowed passing through of higher cost of imported coal.                   The

Ministry of Coal was directed to suitably amend the NCDP.                     The

Ministry of Coal on 26.7.2013 amended the NCDP of 2007, and the

Ministry of Power issued a letter on 31.7.2013, which provided for

pass­through    of    additional    cost   incurred    to    meet    the      coal

requirements.      The Cabinet Committee on Economic Affairs in its

decision   dated     21.6.2013,    recognised   coal    supply,     subject     to

availability, to 4660 MW having no fuel linkage.            The Kawai Project

was included in the same.         The Policy was revised, thus assurance

given by the Government of India under the NCDP of 2007 was taken

away. The provision of 100 per cent supply was taken away. With

respect to the applicability of Energy Watchdog, a dispute has been

raised. In Energy Watchdog, it was laid down that change in law is

applicable to change in domestic law, not change in foreign law. It is

not applicable to imported coal/change in foreign law. It was urged

that application for grant of coal linkage was submitted to the Ministry

of Coal for the supply of coal in the light of assurance given under the

NCDP of 2007 in both the cases and those assurances, which were

given in the Policy, were diluted or taken away by the subsequent

scheme of the Government instrumentality.             Consequently, no coal



linkage or LoA or FSA was available in the hands of the Generator in

Energy Watchdog. The cut­off date for applicability of law was 7 days

prior to the bid deadline and change in law provision of Article 10 of

the PPA in question is similar to Article 13 of the PPA in Energy

Watchdog. Article 10 is extracted hereunder:



        “ARTICLE 10: CHANGE IN LAW

        10.1 Definitions
        In this Article 10, the following terms shall have the
        following meanings:

 10.1.1 ""Change in Law"" means the occurrence of any of
        the following events after the date, which is seven (7)
        days prior to the Bid Deadline resulting into any
        additional recurring/non­recurring expenditure by the
        Seller or any income to the Seller:

           • the enactment, coming into effect, adoption,
           promulgation, amendment, modification or repeal
           (without re­enactment or consolidation) in India, of any
           Law, including rules and regulations framed pursuant
           to such Law;



10.2 Application and Principles for computing impact
of Change in Law

10.2.1 While determining the consequence of Change in
Law under this Article 10, the Parties shall have due
regard to the principle that the purpose of compensating
the Party affected by such Change in Law, is to restore
through monthly Tariff Payment, to the extent
contemplated in this Article 10, the affected Party to the
same economic position as if such Change in Law has not
occurred.

10.3 Relief for Change in Law
10.3.1 During Construction Period
As a result of any Change in Law, the impact of
increase/decrease of Capital Cost of the Power Station in
the Tariff shall be governed by the formula given below:



         “15.6.2 Except as provided in this Agreement, all prior
         written or oral understandings, offers or other
         communications of every kind pertaining to this
         Agreement or supply of power up to the Contracted
         Capacity under this Agreement to the Procurers by the
         Seller shall stand superseded and abrogated.”


63.   Article 10 of the PPA is clearly attracted that the change in law

was in contemplation.     Article 10 cannot be made redundant; the

agreement is binding and must prevail.",
Article 10,"State Of West Bengal vs Brindaban Chandra Pramanik And Anr. on 24 July, 1956",https://indiankanoon.org/docfragment/1819442/?formInput=Article%2010,,"34. I hold, therefore,   that Article 10   and not Art, 9 is the residuary article, that the words ""other financial obligations"" must be read ejusdem generis with the words ""loans, guarantees"" which precede the same and should be given a restricted and technical meaning, namely, financial obligations of the nature of ""loans"" and ""guarantees"", and that the said expression would not  include non-contractual liabilities e.g. statutory liabilities for compensation for compulsory levy, requisition or acquisition. I hold further that the phrase ""actionable wrong"" which occurs   in Article 10 should   receive a wide and liberal interpretation and should be held to connote  all infringements of legal rights,  for which an action lies in law. Thus read, this Article 10 would obviously include torts and breaches of contract, which would be only two of the species, of which ""actionable wrong"" is the genus but would not, by or between themselves, exhaust the whole of it. ""Actionable wrong"" would have other categories and the present case affords one such illustration. In Article 10, however, ""breach of contract"" (which has already been provided for in Article 8 and Article 9, as above interpreted)   has been   expressly excluded and so  that Article would apply to all actionable wrongs other than ""breach of contract."" In this view, Article 10(2) (b) would clearly cover the disputed claim and the appellants cannot shake off their liability for the same.



B. K. Mukherjea J. further observed as follows:
  ""The word 'wrong' in ordinary legal language means and signifies 'privation of right'. An act is wrongful if it infringes the legal right of another, and 'actionable' means nothing else than that it affords grounds for action in law"". 

47. On this observation of B. K. Mukherjea J., Mr. Dutt appearing for the respondent    has relied and has urged that as the respondent has been kept out of the money due to him as compensation for the goods requisitioned he has suffered a wrong and as this affords a ground for action in law it is an actionable wrong and therefore Article 10. interpreted widely as the Supreme Court intended it to be interpreted, would cover the claim in the present case and therefore the liability would be that of the province   of West Bengal.    It is however difficult to accept the proposition that the mere omission to pay the statutory compensation would amount to an  actionable wrong as contemplated, in Article 10.    The suit is directly a suit for recovery of statutory compensation and not for damages in respect of an actionable wrong in the way of withholding proper compensation.   The Supreme Court decision shows that for a case to come under Article 10 there must be some wrongful act, some illegal and unauthorised act done.   The requisitioning of paddy was not an illegal or unauthorised act -- it was an act under statutory power.   It is therefore difficult to see how the claim for statutory compensation can be a liability in respect of an actionable wrong.    To bring  such a  claim within the scope of Article 10 by contending that it is really a suit for damages for an actionable wrong, to wit, withholding the payment of the compensation, appears to be to stretch the scope of Article 10 unduly; if Article 10 be used for every case in which payment is withheld, there would be no need for Article 9.



59. The Indian Independence (Rights, property and Liabilities) Order was promulgated by the Governor-General of British India under powers conferred on him by Section 9 (1) (b) of the Indian Independence Act, 1947 for making an initial distribution of the assets and liabilities of undivided India and undivided Provinces between the two Dominions and the new Provinces which came into existence under that Act. The liabilities of the undivided Province of Bengal were distributed by Articles 8 (2), 9 (b) and 10 (2) of the Order. Article 8 in express terms deals with contractual liability; Article 9 read with Article 8 (6) leads to the conclusion that ""liabilities in respect of loans, guarantees and other financial obligations"" of the Province of Bengal which were outstanding before the appointed day, are also a special class of contractual liabilities; and then Article 10 deals with a liability in respect of an ""actionable wrong other than a breach of contract"". It is not disputed that the classification of liabilities made by Articles 8, 9 and 10 is exhaustive, so that whatever is not dealt with by Articles 8 & 9 comes under Article 10. In the case of  notice was served upon the Manager of the Tripura State under the Bengal Agri. Income-tax Act calling upon him to submit a return of agricultural income received by him during the previous year. The Ruler of the State then instituted a suit in June, 1946 in the Court of the Subordinate Judge, Dacca for a declaration that the aforesaid Act in so far as it purported to impose a liability to pay agricultural income-tax on the plaintiff was ultra vires and void and for an injunction restraining the defendant from proceeding with the assessment. The suit was transferred from the Court of the Subordinate Judge, Dacca to the Court of a Subordinate Judge, 24-Parganas. After partition of Bengal the Province of East Bengal was substituted in the place of Province of Bengal and it raised a plea that the Court of Alipur being situated in West Bengal had no jurisdiction to try the suit. The trial Court overruled the plea, but in revision this Court reversed the decision of the trial Court upon the view that Article 10 (2) of the Rights, Property and Liabilities Order, 1947 applied to tortious acts (See the decision of this Court in Province of East Bengal v. State of Tripura, 53 Cal WN 368 at p. 380) (K). On appeal the Supreme Court held that the interpretation of the expression ""actionable wrong"" as given by this Court was too narrow. The judgment of the Supreme Court is .  Patanjali Sastri J. in delivering the majority judgment observed as follows;



61. The learned Additional Government Pleader has strenuously contended before me that as the paddy was requisitioned in pursuance of a statutory authority conferred by Rule 75-A of the Defence of India Rules and as those Rules have not been challenged by the plaintiffs as ultra vires it cannot be regarded as an actionable wrong within the meaning of Article 10. It is pointed out that in the Tripura case the plaintiff challenged the constitutional validity of the Bengal Agricultural income-tax Act in so far as it purported to impose a liability on the plaintiff and as in the present case there is no challenge to the validity of the Defence of India Rules, the wrong complained of by the plaintiff cannot be said to be an actionable wrong within the meaning of Article 10. To my mind it is nothing but a confusion of thought to suggest that the plaintiffs in the present case are complaining of requisition of paddy. They do not and cannot challenge the requisition; their cause of action is based on the infringement of their statutory right to get compensation under Clause (4) of Rule 75-A. The only question therefore is whether the failure to pay statutory compensation is an actionable wrong and upon a true interpretation of that expression in the light of the observations made by the Supreme Court in the Tripura case I have no doubt that it is. This conclusion is also borne out by the decisions of this Court in the following cases; Khagendra Nath v. State of West Bengal,  (Das and Das Gupta JJ.); Ramesh Chandra Das v. Province of Bengal,  (M) (Das and P. N. Mookerjee JJ.) and Hindusthan Housing and Land Development Trust Ltd, v. State of West Bengal 59 Cal WN 405 (N) (Bose J.). In Khagendra Nath Ganguli's case (L) the suit was for a declaration that the assessment of revenue upon land was illegal and for an injunction restraining the Province of Bengal from enforcing the liability and it was held that such a suit was with respect to a liability of the Province of Bengal for an actionable wrong other than breach of contract and as such is governed by Article 10 (2) of the Indian Independence (Rights, Property and Liabilities) Order, 1947. In the case of Ramesh Chandra Das the suit was for a declaration that an order of discharge from service served upon the plaintiff by the Province of Bengal was illegal and for a further declaration that the plaintiff might be deemed to be still in service. Following the decision of the Supreme Court in the Tripura case (E), Das and P. N. Moo-kerjee JJ. held that the plaintiff's claim was based on a liability in respect of an actionable wrong other than breach of contract, as envisaged by Article 10 (2) of the aforesaid Order of 1947. The case of Hindusthan Housing and Land Development Trust Ltd. (N), is directly in point as there is nothing to distinguish the facts of that case from the facts of the case before me. In that case the plaintiff company was the owner of certain lands in 24-Parganas. On 21-6-46, the then Government of Bengal requisitioned the lands. On or about 30-6-1947 the Land Acquisition Collector. 24-Parganas fixed and offered to pay Rs. 4,641/- per month as compensation in respect of the said lands with effect from 29-6-1946 and the plaintiff agreed to it. On 15-5-1947 the Collector sanctioned payment of the pre-partition claim then due. The State of West Bengal, however, did not pay the compensation for the period 29-6-46 to 14-8-47 on the ground that under Article 9 (b) of the Indian Independence (Rights, Property and Liabilities) Order, 1947 it was the liability of the Province of East Bengal, Upon these facts Bose J. held that the non-fulfilment of the statutory obligation to pay compensation is a liability in respect of an actionable wrong under Article 10 (2) (b). In interpreting the judgment of the Supreme Court in the Tripura case (E) his Lordship observes as follows at page 411.",
Article 11,"Article 11 in Constitution of India
          
  

  
     [Constitution]",https://indiankanoon.org/doc/1678224/,,,
Article 11,"THE CONSTITUTION (FORTY-FOURTH AMENDMENT) ACT, 1978",https://indiankanoon.org/doc/39266478/,,,
