url,title,content,query,source_url,type,text
https://indiankanoon.org/doc/1888152/,"Article 29 in Constitution of India
          
  

  
     [Constitution]","29. Protection of interests of minorities (1) Any section of the citizens residing in the territory of India or any part thereof having a distinct language, script or culture of its own shall have the right to conserve the same. (2) No citizen shall be denied admission into any educational institution maintained by the State or receiving aid out of State funds on grounds only of religion, race, caste, language or any of them. Editorial Comment - Article 29 of the Indian Constitution safeguards the cultural and educational rights of minorities. It aims to protect the interests of religious, linguistic, and cultural minorities in India. Any section of citizens residing in India having a distinct language, script, or culture of its own has the right to conserve and promote its language, script, or culture. This provision ensures the preservation and development of the unique identity and heritage of minority communities. Minority communities, whether based on religion or language, have the right to establish and administer educational institutions of their choice. This enables minorities to establish educational institutions that cater to their specific cultural and linguistic needs. Article 29 also prohibits discrimination against any citizen on the grounds of religion, race, caste, language, or any of them with respect to admission into educational institutions maintained or aided by the state. In the case of D.A.V. College, Jalandhar v. The State of Punjab (1971) , and the Supreme Court held that setting up of University and teaching Punjabi language is not infringing clause 1 of Article 29. In the case, St. Stephen's College v. University of Delhi (1992) , the Supreme Court dealt with the question of whether minority educational institutions can reserve seats for students belonging to their own community. The court ruled that minority institutions have the right to admit students from their own community, provided the admission process is fair and transparent. In the case, T.M.A. Pai Foundation v. State of Karnataka , the Supreme Court addressed the issue of the right of minority educational institutions to establish and administer their institutions. The court upheld the autonomy of minority institutions in matters of admission and administration, emphasizing that they have the right to preserve their own character and identity. In the case, Animal Welfare Board v. Union of India (Jallikattu case), the Supreme Court dealt with the question whether the sport of Jallikattu was protected as a cultural right under Article 29 of the Constitution of India? The Supreme Court upheld the practice of Jallikattu, as permitted by the 2017 Tamil Nadu Amendment to the Prevention of Cruelty to Animals Act, 1960. The five-judge Bench in 2023 overruled the view taken by a two-judge Bench of the court in its 2014 ruling in Welfare Board of India v. A. Nagaraja , banning such sports including Jallikattu. References IndianKanoon News Article SC Observer Blog Ipleaders",,,,
https://indiankanoon.org/doc/1983234/,"Article 30 in Constitution of India
          
  

  
     [Constitution]","30. Right of minorities to establish and administer educational institutions (1) All minorities, whether based on religion or language, shall have the right to establish and administer educational institutions of their choice. (1A) In making any law providing for the compulsory acquisition of any property of an educational institution established and administered by a minority, referred to in clause (1), the State shall ensure that the amount fixed by or determined under such law for the acquisition of such property is such as would not restrict or abrogate the right guaranteed under that clause. (2) The state shall not, in granting aid to educational institutions, discriminate against any educational institution on the ground that it is under the management of a minority, whether based on religion or language. Editorial Comment - Article 30 of the Indian Constitution guarantees the right of minorities to establish and administer educational institutions of their choice. All minorities, whether based on religion or language, have the right to establish and administer educational institutions of their choice. This includes the right to determine the type of institution, its affiliation, and the right to appoint staff. The state cannot discriminate against any educational institution on the grounds of its minority status while granting aid. Minority institutions should receive the same treatment and protection as institutions established by the majority. While minorities have the right to establish and administer educational institutions, they must still adhere to reasonable regulations that the state may impose in the interest of maintaining standards of education, ensuring welfare, or preventing maladministration. The purpose of Article 30 is to protect the educational rights of religious and linguistic minorities, allowing them to preserve and promote their distinct culture, language, and religious identity through educational institutions of their choice. It recognizes the importance of minority communities in the nation's diversity and provides them with the freedom to establish and manage educational institutions that cater to their specific needs and aspirations. Article 31(A) was added as part of the 42nd Constitutional Amendment which states that in case of any property acquired by the government of an educational institution then it is the duty of the government to give appropriate compensation. In this case, St. Xavier's College v. State of Gujarat (1974), the Supreme Court clarified that minority educational institutions have the right to admit students belonging to their own community and can give preference to them while making admissions, as long as the admission process is fair and transparent. In D.A.V. College, Jullundur v. State of Punjab (1971), the Supreme Court held that minority institutions have the right to appoint teachers of their choice, subject to their qualifications and suitability. It emphasized the importance of preserving the minority character of such institutions. In this case, S.P. Mittal v. Union of India 1983 , the court discussed Auroville, a township formed on the ideals of Sri Aurobindo. Tamil Nadu government took management of this township and filed a presidential ordinance which later on became The Auroville (Emergency Provisions) Act, 1980 . Seeing that the government took control of a ‘religious’ enterprise, the Constitutional validity of the Act was challenged on 4 grounds. One of the grounds was that it was violative of Article 29 and 30. It was held by the bench that the aforesaid Act does not violate Article 29 and 30. The court held that it, in no way curtailed their right or prevented any citizen from conserving its own language, script or culture and thus was not violative of Article 29. Also in this case, in order to seek protection under Article 30, one must prove that they are a linguistic or religious minority and the institution in question was established by them. Considering that Auroville was not religious and was founded on the ideology of Sri Aurobindo, they could not seek protection under these articles. In the landmark case T.M.A. Pai Foundation v. State of Karnataka (2002), the Supreme Court dealt with the autonomy of minority educational institutions and their right to establish and administer institutions of their choice. The Supreme Court held that minority institutions have the right to administer their affairs, including the right to appoint staff, but they must still operate within certain reasonable regulations imposed by the state. References IndianKanoon ConstitutionofIndia.net Blog Ipleaders IndianKanoon [ Editorial comment -The Constitution (Forty-Fourth Amendment) Act, 1978, repealed Article 19 (1) (f) and also took out Article 31(1) has been taken out of Part III and made a separate Article 300A in Chapter IV of Part XII. This amendment may have taken away the scope of speedy remedy under Article 32 for the violation of Right to Property because it is no more a Fundamental Right. Making it a legal right under the Constitution serves two purposes: Firstly, it gives emphasis to the value of socialism included in the preamble and secondly, in doing so, it conformed to the doctrine of basic structure of the Constitution. Also Refer ]",,,,
https://indiankanoon.org/doc/354224/,"Article 31 in Constitution of India
          
  

  
     [Constitution]","31. Compulsory acquisition of property [REPEALED] [Rep. by the Constitution (Forty-fourth Amendment) Act, 1978 , section. 6 (w.e.f. 20.6.1979).] [ Editorial Comment - Article 31 of the Indian Constitution was repealed and replaced by the 44th Constitutional Amendment Act in 1978. The original Article 31 dealt with the right to property, but it was repealed and replaced by Article 300A. Article 300A states that no person shall be deprived of his or her property except by the authority of law. It provides protection to individuals against arbitrary deprivation of their property by the state. It ensures that if the state acquires private property for public purposes, it must do so in accordance with the law and provide fair compensation to the affected individuals. ] (1) No person shall be deprived of his property save by authority of law. (2) No property shall be compulsorily acquired or requisitioned save for a public purpose and save by authority of a law which provides for compensation for the property so acquired or requisitioned and either fixes the amount of the compensation or specifies the principles on which, and the manner in which, the compensation is to be determined and given; and no such law shall be called in question in any court on the ground that the compensation provided by that law is not adequate. [In article 31 of the Constitution, for clause (2), the following clauses shall be substituted through Constitution (Fourth Amendment) Act, 1955] (2A) Where a law does not provide for the transfer of the ownership or right to possession of any property to the State or to a corporation owned or controlled by the State, it shall not be deemed to provide for the compulsory acquisition or requisitioning of property, notwithstanding that it deprives any person of his property. [In article 31 of the Constitution, for clause (2-A), the following clauses shall be substituted through Constitution (Fourth Amendment) Act, 1955] [ Editorial Comment - The Constitution (Fourth Amendment) Act, 1955, did make changes to Article 31 of the Indian Constitution, which deals with the right to property. The amendment aimed to address issues related to the acquisition of property by the state for public purposes and the determination of compensation for such acquired property.The changes introduced were intended to provide the government with greater flexibility in acquiring land for public welfare, including land reform measures, while ensuring that individuals affected by such acquisitions receive fair compensation. Important Verdicts: State of West Bengal v. Bela banerjee & Saghir Ahmad v. The State of U.P. ] (2B) Nothing is sub-clause (f) of clause (1) of article 19 shall affect any such law as, is referred to in clause (2). [ Editorial comment -The Constitution (Twenty-Fifth Amendment) Act, 1971, this Amendment sought to overcome the restrictions imposed on the government by the Supreme Court ruling. Article 31, as it stood prior to the Amendment, specially provided that no law providing for the compulsory acquisition or requisitioning of property which either fixes or specifies on which and the manner in which the compensation is to be determined and given, shall be called in question in any court on the ground that the compensation provided by that law is inadequate. Also refer ] (3) No such law as is referred to in clause (2) made by the Legislature of a State shall, have effect unless such law, having been reserved for the consideration of the President, has received his assent. (4) If any Bill pending at the commencement of this Constitution in the Legislature of a State has, after it has been passed by such Legislature, been reserved for the consideration of the President and has received his assent, then, notwithstanding anything in this Constitution, the law so assented to shall not be called in question in any Court on the ground that it contravenes the provisions of clause (2). [ Editorial comment -The Constitution (First Amendment) Act, 1951, made several changes to the Fundamental Rights Part of the Indian constitution. The Indian Parliament observed that the legality of agrarian reform measures enacted by State Legislatures faced prolonged legal disputes despite the provisions in clauses (4) and (6) of Article 31. This protracted litigation hindered the implementation of crucial measures impacting a significant population. Consequently, a new provision, Article 31A, was introduced to safeguard such measures going forward. Additionally, another retrospective provision, Article 31B, was introduced to validate 13 enactments pertaining to the abolition of zamindari. Also refer ] (5) Nothing in clause (2) shall affect- (a) the provisions of any existing law other than a law to which the provisions of clause (6) apply, or (b) the provisions of any law which the State may hereafter make- (i) for the purpose of imposing or levying any tax or penalty, or (ii) for the promotion of public health or the prevention of danger to life or property, or (iii) in pursuance of any agreement entered into between the Government of the Dominion of India or the Government of India and the Government of any other country, or otherwise, with respect to property declared by law to be evacuee property. (6) Any law of the State enacted not more than eighteen months before the commencement of this Constitution may within three months from such commencement be submitted to the President for his certification; and thereupon, if the President by public notification so certifies, it shall not be called in question in any Court on the ground that it contravenes the provisions of clause (2) of this article or has contravened the provisions of sub-section (2) of section 299 of the Government of India Act, 1935."" [ Editorial comment -The Constitution (Forty-Fourth Amendment) Act, 1978, repealed Article 19 (1) (f) and also took out Article 31(1) has been taken out of Part III and made a separate Article 300A in Chapter IV of Part XII. This amendment may have taken away the scope of speedy remedy under Article 32 for the violation of Right to Property because it is no more a Fundamental Right. Making it a legal right under the Constitution serves two purposes: Firstly, it gives emphasis to the value of socialism included in the preamble and secondly, in doing so, it conformed to the doctrine of basic structure of the Constitution. Also Refer ]",,,,
https://indiankanoon.org/doc/981147/,"Article 32 in Constitution of India
          
  

  
     [Constitution]","32. Remedies for enforcement of rights conferred by this Part (1) The right to move the Supreme Court by appropriate proceedings for the enforcement of the rights conferred by this Part is guaranteed. (2) The Supreme Court shall have power to issue directions or orders or writs, including writs in the nature of habeas corpus, mandamus, prohibition, quo warrant and certiorari, whichever may be appropriate, for the enforcement of any of the rights conferred by this Part. (3) Without prejudice to the powers conferred on the Supreme Court by clauses (1) and (2), Parliament may by law empower any other court to exercise within the local limits of its jurisdiction ill or any of the powers exercisable by the Supreme Court under clause (2). (4) The right guaranteed by this article shall not be suspended except as otherwise provided for by this Constitution. Editorial Comment - Article 32 of the Indian Constitution is a fundamental right that guarantees the right to constitutional remedies. It is considered one of the most crucial provisions in the Constitution as it empowers individuals to seek protection and enforcement of their fundamental rights directly from the Supreme Court of India. Article 32 grants every individual the right to move the Supreme Court for the enforcement of their fundamental rights. This means that if someone believes their fundamental rights have been violated, they can approach the Supreme Court directly for relief. It also ensures that not only do individuals have the right to move the Supreme Court, but the Court also has the power to issue appropriate orders, directions, or writs for the enforcement of fundamental rights. The Supreme Court can issue five types of writs under Article 32: Habeas Corpus : To ensure the release of a person who has been unlawfully detained. When Article 21 was suspended during the National Emergency, it was held in Addl. District Magistrate, Jabalpur v. Shukla (Habeas Corpus Case) that an order of preventive detention could not be challenged even if it violated the parent Act (i.e, the Act relating to preventive detention). The 44th Amendment, 1978, has provided that Article 21, relating to personal liberty cannot be suspended even during an emergency. The writ of Habeas Corpus is a check on the governmental powers to curtail the liberty of a person; its fundamental purpose is to ensure timely review of illegal detention. The scope and extent of this writ is enunciated by the Supreme Court in State of Maharashtra v. Bhaurao Punjabrao Gawande . The Court stated that the writ of habeas corpus has been described as a ""constitutional privilege or the first security of civil liberty"" as it provides a speedy remedy against illegal detention. By the virtue of this writ, the Court directs the authority which has detained a person to produce the body of the person before the Court so that it can assess the legitimacy of the arrest or detention. Mandamus : To direct a public official or authority to perform a duty they are legally bound to perform. In the case of S.P. Gupta v. Union of India , the court entailed that a writ cannot be issued against the President of India for fixing the number of judges in High Courts and filling vacancies. In E.A. Co-operative Society v. Maharastra, A.I.R. 1966 S.C. 1449 case the Court opined that the writ of mandamus can be issued when the government denies to itself a jurisdiction which it undoubtedly has under the law In Bombay Municipality v. Advance Builders, AIR 1972 SC 793 case, Bombay Municipality had prepared a town planning scheme which had been also approved by the State Government. However, no action was taken for a long time. The Court opined that the writ of mandamus can be issued where an authority vested with a power improperly refuses to exercise it and directed the municipality to implement a planning scheme. In State of West Bengal v. Nuruddin(1998) 8 SCC 143 case, the Supreme Court held the writ of mandamus is a personal action where the respondent has not done the duty they were prescribed to do by law. The performance of the duty is the right of the applicant. In The Praga Tools Corporation v. C.V. Imanual, 1969  and Sohanlal v. Union of India, (1957) the Supreme Court held that mandamus might under certain circumstances lie against a private individual if it is established that he has colluded with a public authority. Then, in the case of Manjula Manjori v. Director of Public Instruction , the publisher of a book had applied for the writ of mandamus against the Director of Public Instruction for the inclusion of his book in the list of books which were approved as text-books in schools. But the writ was not allowed as the matter was completely within the discretion of D.I.P and he was not bound to approve the book. In the case of Binny Ltd. & Anr v. V. Sadasivan & Ors (2005), the Supreme Court laid down the scope of mandamus. It stated that a writ of mandamus is not applicable against any private wrong. It can be issued only when any public authority exercises its duty unlawfully or refuses to perform its duty within the ambit of the law. In the case of Ramakrishna Mission v. Kago Kunya (2019) , The Supreme Court ruled that where a contract is of private nature or has no connection with any public authority, it does not fall within the purview of the writ of mandamus. Prohibition : To prevent a lower court or tribunal from exceeding its jurisdiction. In, Brij Khandelwal v. India (1975) the Delhi High Court refused to issue a prohibition against the Central Government from engaging in a boundary dispute agreement with Sri Lanka. The judgment was founded on the basis that there is no bar against the government performing executive or administrative duties. With the idea of natural justice and the growth of the concept of fairness, there is no longer a tolerable view, even in administrative tasks. If any of the grounds on which the writ of prohibition is issued is present, the writ can now be issued to anybody, regardless of the nature of the duty fulfilled by it. Prohibition is currently considered as a broad remedy for judicial control of impacting quasi-judicial as well as administrative actions. In the case, S. Govind Menon v. Union of India (1967) a Writ of prohibition was issued by a higher court, namely the Kerala High Court, to a lower court in order to take over jurisdiction that was not initially vested, or in other words, to compel lower courts to retain their jurisdictional limitations. The writ can be issued when there is an excess of jurisdiction as well as when there is an absence of jurisdiction. In the case, Hari Vishnu v. Syed Ahmed Ishaque (1955) dealt with distinctions between writs of prohibition and certiorari. The verdict, in this case, distinguished between certiorari and prohibition writs and said that when the lower court issues a decision, the petitioner must file a certiorari petition since prohibition writs can only be submitted when judgment has not yet been given. In this case, Prudential Capital Markets Ltd v. The State of A.P. and others, (2000) it was questionable whether the prohibition writ could be issued against the district forum/state commission which had already passed judgments in the depositors’ consumer cases. The Court held that after the execution of the order, the writ of prohibition cannot be issued, the judgment can neither be prevented nor stopped. Certiorari : To quash an order passed by a lower court, tribunal, or authority. In Surya Dev Rai v. Ram Chander Rai & Ors., the Supreme Court has explained the meaning, ambit and scope of the writ of Certiorari. Also, in this it was explained that Certiorari is always available against inferior courts and not against equal or higher courts, i.e., it cannot be issued by a High Court against any High Court or benches much less to the Supreme Court and any of its benches. Then in the case of T.C. Basappa v. T. Nagappa & Anr., it was held by the constitution bench that certiorari may and is generally granted when a court has acted (i) without jurisdiction or (ii) in excess of its jurisdiction. In Hari Bishnu Kamath v. Ahmad Ishaque the Supreme Court said that “the court issuing certiorari to quash, however, could not substitute its own decision on the merits or give directions to be complied with by the court or tribunal. Its work was destructive, it simply wiped out the order passed without jurisdiction, and left the matter there.” In Naresh S. Mirajkar v. State of Maharashtra , it was said that High Court’s judicial orders are open to being corrected by certiorari and that writ is not available against the High Court. Quo Warranto : To inquire into the legality of a person's claim to a public office. In the case of G.D. Karkare v. T.L. Shevde, the High Court of Nagpur observed that “In proceedings for a writ of quo-warranto, the applicant does not seek to enforce any right of his as such nor does he complain of any non-performance of duty towards him. What is in question is the right of the non-applicant to hold the office and an order that is passed is an order ousting him from that office.” In the case of Bharati Reddy v. The State Of Karnataka (2018) , the Hon’ble Supreme Court held that a writ of quo warranto cannot be issued based on assumptions, inferences, or speculations concerning the fact of accomplishment of qualifying conditions. There must be an establishment of the fact that a public officer is abusing lawful powers not vested to him within the public authority. Direct Access to Supreme Court: Unlike Article 226, which pertains to the High Courts and enables individuals to seek writs for enforcement of their fundamental rights, Article 32 provides a direct avenue to the Supreme Court for this purpose. Suspension During Emergency: During a proclamation of Emergency, the right to move the Supreme Court under Article 32 can be suspended. However, the suspension does not extend to fundamental rights guaranteed under Articles 20 and 21 (protections in case of conviction and protection of life and personal liberty, respectively). References Legal Service India The Legal Quotient Blog Ipleaders",,,,
https://indiankanoon.org/doc/829916/,"Article 33 in Constitution of India
          
  

  
     [Constitution]","33. Power of Parliament to modify the rights conferred by this Part in their application to Forces, etc. Parliament may, by law, determine to what extent any of the rights conferred by this Part shall, in their application to,- (a) the members of the Armed Forces; or (b) the members of the Forces charged with the maintenance of public order; or (c) persons employed in any bureau or other organisation established by the State for purposes of intelligence or counter intelligence; or (d) persons employed in, or in connection with, the telecommunication systems set up for the purposes of any Force, bureau or organisation referred to in clauses (a) to (c), be restricted or abrogated so as to ensure the proper discharge of their duties and the maintenance of discipline among them. [[[ Editorial comment -The Constitution (Fiftieth Amendment) Act, 1984, dealt with the modification of Article 33 majorly. The Act has been amended to include employees working for the State for purposes of intelligence and counterintelligence bureaus, as well as those hired for telecommunication systems related to any Force, bureau, or organization. This amendment was made to ensure that employees perform their duties properly and maintain discipline. The amendment recognizes the importance of maintaining proper performance and discipline in these organizations. Also Refer ]",,,,
https://indiankanoon.org/doc/846153/,"Article 34 in Constitution of India
          
  

  
     [Constitution]","34. Restriction on rights conferred by this Part while martial law is in force in any area Notwithstanding anything in the foregoing provisions of this Part, Parliament may by law indemnify any person in the service of the Union or of a State or any other person in respect of any act done by him in connection with the maintenance or restoration of order in any area within the territory of India where martial law was in force or validate any sentence passed, punishment inflicted, forfeiture ordered or other act done under martial law in such area.",,,,
https://indiankanoon.org/doc/448465/,"Article 35 in Constitution of India
          
  

  
     [Constitution]","35. Legislation to give effect to the provisions of this Part Notwithstanding anything in this Constitution,— (a) Parliament shall have, and the Legislature of a State shall not have, power to make laws— (i) with respect to any of the matters which under clause (3) of article 16, clause (3) of article 32, article 33 and article 34 may be provided for by law made by Parliament; and (ii) for prescribing punishment for those acts which are declared to be offences under this Part; and Parliament shall, as soon as may be after the commencement of this Constitution, make laws for prescribing punishment for the acts referred to in sub-clause (ii); (b) any law in force immediately before the commencement of this Constitution in the territory of India with respect to any of the matters referred to in sub-clause (i) of clause (a) or providing for punishment for any act referred to in sub-clause (ii) of that clause shall, subject to the terms thereof and to any adaptations and modifications that may be made therein under article 372, continue in force until altered or repealed or amended by Parliament. Explanation.—In this article, the expression ""law in force"" has the same meaning as in article 372.",,,,
https://indiankanoon.org/doc/784506/,"Article 36 in Constitution of India
          
  

  
     [Constitution]","36. Definition In this Part, unless the context otherwise requires, ""the State"" has the same meaning as in Part III.",,,,
https://indiankanoon.org/doc/76375/,"Article 37 in Constitution of India
          
  

  
     [Constitution]","37. Application of the principles contained in this Part The provisions contained in this Part shall not be enforceable by any court, but the principles therein laid down are nevertheless fundamental in the governance of the country and it shall be the duty of (he Stale to apply these principles in making laws.",,,,
https://indiankanoon.org/doc/1673816/,"Article 38 in Constitution of India
          
  

  
     [Constitution]","38. State to secure a social order for the promotion of welfare of the people (1) The State shall strive to promote the welfare of the people by securing and protecting as effectively as it may a social order in which justice, social, economic and political, shall inform all the institutions of the national life. (2) The State shall, in particular, strive to minimize the inequalities in income, and endeavor to eliminate inequalities in status, facilities and opportunities, not only amongst individuals but also amongst groups of people residing in different areas or engaged in different vocations. [ Editorial comment -The Constitution (Forty-Fourth Amendment) Act, 1978, repealed Article 19 (1) (f) and also took out Article 31(1) has been taken out of Part III and made a separate Article 300A in Chapter IV of Part XII. This amendment may have taken away the scope of speedy remedy under Article 32 for the violation of Right to Property because it is no more a Fundamental Right. Making it a legal right under the Constitution serves two purposes: Firstly, it gives emphasis to the value of socialism included in the preamble and secondly, in doing so, it conformed to the doctrine of basic structure of the Constitution. Also Refer ]",,,,
https://indiankanoon.org/doc/555882/,"Article 39 in Constitution of India
          
  

  
     [Constitution]","39. Certain principles of policy to be followed by the State The State shall, in particular, direct its policy towards securing-- (a) that the citizens, men and women equally, have the right to an adequate means to livelihood; (b) that the ownership and control of the material resources of the community are so distributed as best to sub serve the common good; (c) that the operation of the economic system does not result in the concentration of wealth and means of production to the common detriment; (d) that there is equal pay for equal work for both men and women; (e) that the health and strength of workers, men and women, and the tender age of children are not abused and that citizens are not forced by economic necessity to enter avocations unsuited to their age or strength; [In article 39 of the Constitution, for clause (f), the following clause shall be substituted through Constitution (Forty-Second Amendment) Act, 1976] (f) that children are given opportunities and facilities to develop in a healthy manner and in conditions of freedom and dignity and that childhood and youth are protected against exploitation and against moral and material abandonment. [ Editorial comment -The Constitution (Forty-Second Amendment) Act, 1976, New DPSPs (Directive Principles of State Policy) had been added to the existing list, where it secure opportunities for the healthy development of children. Important Verdict- Minerva Mills Ltd. And Ors. vs Union Of India (Uoi) And Ors. Also Refer ]",,,,
https://indiankanoon.org/doc/1714884/,"Article 40 in Constitution of India
          
  

  
     [Constitution]",40. Organisation of village panchayats The State shall take steps to organize village panchayats and endow them with such powers and authority as may be necessary to enable them to function as units of self-government.,,,,
https://indiankanoon.org/doc/1975922/,"Article 41 in Constitution of India
          
  

  
     [Constitution]","41. Right to work, to education and to public assistance in certain cases The State shall, within the limits of its economic capacity and development, make effective provision for securing the right to work, to education and to public assistance in cases of unemployment, old age, sickness and disablement, and in other cases of undeserved want.",,,,
https://indiankanoon.org/doc/111604/,"Article 42 in Constitution of India
          
  

  
     [Constitution]",42. Provision for just and humane conditions of work and maternity relief The State shall make provision for securing just and humane conditions of work and for maternity relief.,,,,
https://indiankanoon.org/doc/1256023/,"Article 43 in Constitution of India
          
  

  
     [Constitution]","43. Living wage, etc., for workers The State shall endeavour to secure, by suitable legislation or economic organisation or in any other way, to all workers, agricultural, industrial or otherwise, work, a living wage, conditions of work ensuring a decent standard of life and full enjoyment of leisure and social and cultural opportunities and, in particular, the State shall endeavour to promote cottage industries on an individual or co-operative basis in rural areas.",,,,
https://indiankanoon.org/doc/1406604/,"Article 44 in Constitution of India
          
  

  
     [Constitution]",44. Uniform civil code for the citizens The State shall endeavour to secure for the citizens a uniform civil code throughout the territory of India.,,,,
https://indiankanoon.org/doc/1791268/,"Article 45 in Constitution of India
          
  

  
     [Constitution]","45. Provision for free and compulsory education for children The State shall endeavour to provide, within a period of ten years from the commencement of this Constitution, for free and compulsory education for all children until they complete the age of fourteen years.",,,,
https://indiankanoon.org/doc/352126/,"Article 46 in Constitution of India
          
  

  
     [Constitution]","46. Promotion of educational and economic interests of Scheduled Castes, Scheduled Tribes and other weaker sections The State shall promote with special care the educational and economic interests of the weaker sections of the people, and, in particular, of the Scheduled Castes and the Scheduled Tribes, and shall protect them from social injustice and all forms of exploitation.",,,,
https://indiankanoon.org/doc/1551554/,"Article 47 in Constitution of India
          
  

  
     [Constitution]","47. Duty of the State to raise the level of nutrition and the standard of living and to improve public health The State shall regard the raising of the level of nutrition and the standard of living of its people and the improvement of public health as among its primary duties and, in particular, the State shall endeavour to bring about prohibition of the consumption except for medicinal purposes of intoxicating drinks and of drugs which are injurious to health.",,,,
https://indiankanoon.org/doc/871328/,"Article 48A in Constitution of India
          
  

  
     [Constitution]","48A. Protection and improvement of environment and safeguarding of forests and wild life [After article 48 of the Constitution, the following article shall be inserted Constitution (Forty-Second Amendment) Act, 1976] The State shall endeavour to protect and improve the environment and to safeguard the forests and wild life of the country. [ Editorial comment -The Constitution (Forty-Second Amendment) Act, 1976, New DPSPs (Directive Principles of State Policy) had been added to the existing list, where to protect and improve the environment and to safeguard forests and wildlife. Important Verdict- Minerva Mills Ltd. And Ors. vs Union Of India (Uoi) And Ors. Also Refer ]",,,,
https://indiankanoon.org/doc/9107/,"Article 49 in Constitution of India
          
  

  
     [Constitution]","49. Protection of monuments and places and objects of national importance It shall be the obligation of the State to protect every monument or place or object of artistic or historic interests,declared by or under law made by Parliament to be of national importance, from spoilation, disfigurement, destruction, removal, disposal or export, as the case may be.",,,,
https://indiankanoon.org/doc/192717/,"Article 50 in Constitution of India
          
  

  
     [Constitution]",50. Separation of judiciary from executive The State shall take steps to separate the judiciary from the executive in the public services of the State.,,,,
https://indiankanoon.org/doc/854952/,"Article 51 in Constitution of India
          
  

  
     [Constitution]",51. Promotion of international peace and security The State shall endeavour to-- (a) promote international peace and security; (b) maintain just and honourable relations between nations; (c) foster respect for international law and treaty obligations in the dealings of organised peoples with one another; and (d) encourage settlement of international disputes by arbitration.,,,,
https://indiankanoon.org/doc/1205651/,"Article 52 in Constitution of India
          
  

  
     [Constitution]",52. The President of India There shall be a President of India.,,,,
https://indiankanoon.org/doc/1597349/,"Article 53 in Constitution of India
          
  

  
     [Constitution]","53. Executive power of the Union (1) The executive power of the Union shall be vested in the President and shall be exercised by him either directly or through officers subordinate to him in accordance with this Constitution. (2) Without prejudice to the generality of the foregoing provision, the supreme command of the Defense Forces of the Union shall be vested in the President and the exercise thereof shall be regulated by law. (3) Nothing in this article shall-- (a) be deemed to transfer to the President any functions conferred by any existing law on the Government of any State or other authority; or (b) prevent Parliament from conferring by law functions on authorities other than the President.",,,,
https://indiankanoon.org/doc/887242/,"Article 54 in Constitution of India
          
  

  
     [Constitution]","54. Election of President The President shall be elected by the members of an electoral college consisting of-- (a) the elected members of both Houses of Parliament; and (b) the elected members of the Legislative Assemblies of the States. Explanation.--In this article and in article 55, ""State"" includes the National Capital Territory of Delhi and the Union Territory of Pondicherry. [ Editorial comment -The Constitution (Seventieth Amendment) Act, 1992, incorporated the elected members of the Pondicherry Legislative Assembly into the President’s Electoral College. The Electoral College for the presidential election will now include the National Capital Territory of Delhi and the Union Territory of Pondicherry. Also Refer ]",,,,
https://indiankanoon.org/doc/1164414/,"Article 55 in Constitution of India
          
  

  
     [Constitution]","55. Manner of election of President (1) As far as practicable, there shall be uniformity in the scale of representation of the different States at the election of the President. (2) For the purpose of securing such uniformity among the States inter se as well as parity between the States as a whole and the Union, the number of votes which each elected member of Parliament and of the Legislative Assembly of each State is entitled to cast at such election shall be determined in the following manner:-- (a) every elected member of the Legislative Assembly of a State shall have as many votes as there are multiples of one thousand in the quotient obtained by dividing the population of the State by the total number of the elected members of the Assembly; (b) if, after taking the said multiples of one thousand, the remainder is not less than five hundred, then the vote of each member referred to in sub-clause (a) shall be further increased by one; (c) each elected member of either House of Parliament shall have such number of votes as may be obtained by dividing the total number of votes assigned to the members of the Legislative Assemblies of the States under sub-clauses (a) and (b) by the total number of the elected members of both Houses of Parliament, fractions exceeding one-half being counted as one and other fractions being disregarded. (3) The election of the President shall be held in accordance with the system of proportional representation by means of the single transferable vote and the voting at such election shall be by secret ballot. Explanation.--In this article, the expression ""population"" means the population ascertained at the last preceding census of which the relevant figures have been published: Provided that the reference in this Explanation to the last preceding census of which the relevant figures have been published shall, until the relevant figures for the first census taken after the year 2026 have been published, be construed as a reference to the 1971 census. [ Editorial comment -The Constitution (Eighty-fourth Amendment) Act, 2002, extended the bar on the adjustment of seats in the Lok Sabha and State Legislative assemblies for the next 25 years with the same goal of supporting population control measures. This meant that the 1971 national census population data for the statewide distribution of parliamentary seats would be extended. This will lead to the freezing or delimitation of Lok Sabha and State Assembly seats up till the first Census after 2026. The number of Lok Sabha seats and State Assembly seats is based on the 1971 Census, while the current boundaries are based on the 2001 Census. This means that the Lok Sabha and assembly seats will be constant till the year 2026. Additionally, it demanded that territorial seats in the states be adjusted and rationalized in light of population figures from the 1991 census. Also Refer ]",,,,
https://indiankanoon.org/doc/1408921/,"Article 56 in Constitution of India
          
  

  
     [Constitution]","56. Term of office of President (1) The President shall hold office for a term of five years from the date on which he enters upon his office: Provided that- (a) the President may, by writing under his hand addressed to the Vice-President, resign his office; (b) the President may, for violation of the Constitution, be removed from office by impeachment in the manner provided in article 61: (c) the President shall, notwithstanding the expiration of his term, continue to hold office until his successor enters upon his office, (2) Any resignation addressed to the Vice-President under clause (a) of the proviso to clause (1) shall forthwith be communicated by him to the Speaker of the House of the People.",,,,
